orig.ident	nCount_RNA	nFeature_RNA	n_genes	percent_mito	n_counts	louvain	percent.mt	RNA_snn_res.1	seurat_clusters
SeuratProject	934.867239952087	915	956	0.0192867536097765	2748	CD4 T cells	1.80300263205279	0	0
SeuratProject	880.533038258553	857	892	0.0131099782884121	2746	CD4 T cells	1.50724965199162	1	1
SeuratProject	436.294861197472	478	494	0.0187018699944019	909	CD4 T cells	1.90284565469657	1	1
SeuratProject	670.327508091927	678	708	0.0320549495518208	1747	CD4 T cells	2.52600997229845	0	0
SeuratProject	747.237699389458	755	794	0.0217069555073977	2027	CD4 T cells	1.51401009965352	0	0
SeuratProject	817.243656873703	827	888	0.0200892854481936	2240	CD4 T cells	1.81026278217222	1	1
SeuratProject	875.576547145844	840	872	0.0140946870669723	2767	CD4 T cells	1.4116406987597	0	0
SeuratProject	871.835441112518	827	869	0.0376266278326511	2764	CD4 T cells	2.39532620756498	0	0
SeuratProject	754.379535675049	734	769	0.0137411346659064	2256	CD4 T cells	1.69700090531735	1	1
SeuratProject	757.024919271469	765	805	0.0267104022204876	2134	CD4 T cells	1.66960271056586	1	1
SeuratProject	1413.69172525406	1346	1425	0.0175054706633091	5484	CD4 T cells	1.4812191884029	0	0
SeuratProject	897.614460229874	851	894	0.0382144078612328	2957	CD4 T cells	2.38042002748919	0	0
SeuratProject	398.200652718544	407	426	0.00891972240060568	1009	CD4 T cells	1.34989192915757	1	1
SeuratProject	240.167175173759	230	239	0.00166666670702398	600	CD4 T cells	0.288610290712339	1	1
SeuratProject	907.900549173355	885	923	0.0132726579904556	2637	CD4 T cells	1.28315005442454	0	0
SeuratProject	1068.94910573959	1080	1150	0.0190684590488672	3199	CD4 T cells	1.46536709016707	0	0
SeuratProject	698.745255470276	705	731	0.018111964687705	1822	CD4 T cells	1.64359272101958	0	0
SeuratProject	847.872231245041	853	897	0.0142140472307801	2392	CD4 T cells	1.45391830472266	0	0
SeuratProject	703.746069788933	695	712	0.00200200197286904	1998	CD4 T cells	0.353097058741183	0	0
SeuratProject	848.065711021423	804	850	0.019343065097928	2740	CD4 T cells	1.88975940325107	0	0
SeuratProject	832.970837235451	824	861	0.0220619440078735	2357	CD4 T cells	1.79238679751689	1	1
SeuratProject	834.545901656151	798	839	0.0211817175149918	2691	CD4 T cells	2.16059439920336	1	1
SeuratProject	1415.66863286495	1357	1520	0.0123949581757188	4760	CD4 T cells	1.20754391129055	1	1
SeuratProject	668.018946051598	624	660	0.0197833254933357	2123	CD4 T cells	2.0271123935006	1	1
SeuratProject	873.819291710854	866	910	0.0214285720139742	2520	CD4 T cells	1.87191742546471	1	1
SeuratProject	1029.84688746929	998	1060	0.0224683545529842	3160	CD4 T cells	1.80869766729463	0	0
SeuratProject	678.592406511307	650	679	0.0336093530058861	2053	CD4 T cells	2.82323614052785	1	1
SeuratProject	972.970040559769	939	995	0.0117684481665492	3144	CD4 T cells	1.36115806854071	1	1
SeuratProject	693.668442726135	661	693	0.0193050187081099	2072	CD4 T cells	1.96652412438826	0	0
SeuratProject	929.009402275085	893	925	0.0195830706506968	3166	CD4 T cells	1.78728392785564	0	0
SeuratProject	565.283183336258	550	574	0.0140672782436013	1635	CD4 T cells	1.46001649332888	1	1
SeuratProject	1042.58832371235	990	1051	0.0243343822658062	3493	CD4 T cells	2.01187664078208	0	0
SeuratProject	652.01368868351	633	669	0.0361383594572544	1937	CD4 T cells	2.90721058258908	0	0
SeuratProject	954.830619454384	911	956	0.0136012360453606	3235	CD4 T cells	1.4647202682362	0	0
SeuratProject	847.611716628075	831	863	0.0136452242732048	2565	CD4 T cells	1.45276490857457	1	1
SeuratProject	841.676255226135	850	895	0.0200597532093525	2343	CD4 T cells	1.76689665580832	0	0
SeuratProject	628.855689406395	608	643	0.0155913978815079	1860	CD4 T cells	1.75528967745323	1	1
SeuratProject	795.248017787933	781	819	0.0247757360339165	2341	CD4 T cells	1.82344165026527	4	4
SeuratProject	501.017371535301	529	549	0.0167084373533726	1197	CD4 T cells	1.52796912330245	0	0
SeuratProject	1073.27612090111	1061	1112	0.00676764408126473	3103	CD4 T cells	0.88569851125046	0	0
SeuratProject	699.527999281883	685	725	0.0118652116507292	2107	CD4 T cells	1.4377422738848	1	1
SeuratProject	901.476599693298	855	898	0.0152460150420666	2886	CD4 T cells	1.46430023184345	1	1
SeuratProject	885.361991882324	834	869	0.0230430364608765	2951	CD4 T cells	2.20157330788875	7	7
SeuratProject	492.462399721146	500	515	0.0104986876249313	1143	CD4 T cells	1.39440764405223	1	1
SeuratProject	705.438087701797	704	751	0.017326733097434	2020	CD4 T cells	1.81250196030309	1	1
SeuratProject	695.746055960655	701	740	0.0429581291973591	1839	CD4 T cells	2.76171248228268	4	4
SeuratProject	754.970122456551	756	796	0.0356489941477776	2188	CD4 T cells	2.22120318229227	1	1
SeuratProject	768.666867852211	756	797	0.0105680320411921	2271	CD4 T cells	1.29578186133255	1	1
SeuratProject	639.328050613403	614	651	0.0174912549555302	2001	CD4 T cells	1.63782452386807	1	1
SeuratProject	942.109366178513	937	986	0.00879765395075083	2728	CD4 T cells	0.806796199066002	0	0
SeuratProject	651.045374155045	692	723	0.0234222505241632	1537	CD4 T cells	1.83187830090886	0	0
SeuratProject	917.737281918526	906	952	0.0268895346671343	2752	CD4 T cells	1.95525898601085	0	0
SeuratProject	671.578899502754	671	712	0.00847009010612965	1889	CD4 T cells	1.15286559515997	1	1
SeuratProject	954.675648808479	905	955	0.00606244336813688	3299	CD4 T cells	0.867966982994469	0	0
SeuratProject	798.681876301765	829	876	0.018793273717165	2022	CD4 T cells	1.41229344062722	0	0
SeuratProject	798.197413921356	780	823	0.00807428359985352	2477	CD4 T cells	1.11020574417358	1	1
SeuratProject	1087.0834454298	1019	1076	0.0206896550953388	3915	CD4 T cells	1.6990097607025	0	0
SeuratProject	696.749782443047	651	691	0.0161579884588718	2228	CD4 T cells	1.88565537222424	1	1
SeuratProject	775.897585511208	735	771	0.0340314134955406	2674	CD4 T cells	2.46460306851292	7	7
SeuratProject	832.655626058578	773	807	0.0070944856852293	3101	CD4 T cells	1.12313418976024	1	1
SeuratProject	782.040447950363	781	814	0.0126754185184836	2209	CD4 T cells	1.39838803517893	1	1
SeuratProject	748.032319664955	720	760	0.0324232093989849	2344	CD4 T cells	2.45169267368148	1	1
SeuratProject	797.187805533409	804	842	0.01394700165838	2151	CD4 T cells	1.38920922534794	1	1
SeuratProject	580.805577278137	607	624	0.0412371121346951	1455	CD4 T cells	2.8960139356226	0	0
SeuratProject	799.920827031136	791	836	0.0295612011104822	2165	CD4 T cells	2.10360561486672	0	0
SeuratProject	699.331919193268	682	722	0.009586276486516	1982	CD4 T cells	1.28625116965942	0	0
SeuratProject	403.747945070267	419	436	0.0204290095716715	979	CD4 T cells	2.21890849581286	1	1
SeuratProject	671.650316953659	686	723	0.00875752605497837	1827	CD4 T cells	1.0628844862288	1	1
SeuratProject	701.226972579956	664	696	0.0156726166605949	2297	CD4 T cells	1.89847990800427	1	1
SeuratProject	821.687090039253	843	885	0.0169245656579733	2068	CD4 T cells	1.44428682996843	1	1
SeuratProject	787.517416834831	772	807	0.020762711763382	2360	CD4 T cells	1.83130354216115	1	1
SeuratProject	394.973167181015	412	423	0.0173913035541773	920	CD4 T cells	2.07322671823924	1	1
SeuratProject	696.858560204506	692	729	0.0306451618671417	1860	CD4 T cells	2.30276582786783	1	1
SeuratProject	809.448104023933	814	854	0.0173141900449991	2368	CD4 T cells	1.6637145733942	1	1
SeuratProject	627.314250826836	606	627	0.0220786221325397	1857	CD4 T cells	2.21586546776437	1	1
SeuratProject	812.269379377365	785	823	0.0129382302984595	2396	CD4 T cells	1.50369337876523	0	0
SeuratProject	1033.81056082249	1010	1061	0.0066912011243403	2989	CD4 T cells	0.909318445052804	0	0
SeuratProject	560.003505706787	536	573	0.023227384313941	1636	CD4 T cells	2.41709143310256	1	1
SeuratProject	722.498693823814	718	743	0.0193285867571831	1966	CD4 T cells	1.80494713978055	1	1
SeuratProject	515.055421113968	528	542	0.0189107414335012	1322	CD4 T cells	2.10530642870779	0	0
SeuratProject	697.053309798241	686	731	0.0163697637617588	2077	CD4 T cells	1.69262885446005	0	0
SeuratProject	837.291801333427	846	881	0.0294764619320631	2273	CD4 T cells	1.99349590338732	0	0
SeuratProject	967.953121542931	936	981	0.0111317252740264	3234	CD4 T cells	1.2459167703297	1	1
SeuratProject	554.810338139534	543	573	0.0404585301876068	1483	CD4 T cells	2.94699030064706	1	1
SeuratProject	511.382992267609	497	521	0.0252156611531973	1507	CD4 T cells	2.68614085496827	1	1
SeuratProject	685.282754063606	636	662	0.020888889208436	2250	CD4 T cells	2.29930459139968	0	0
SeuratProject	799.468796491623	757	792	0.0116092870011926	2498	CD4 T cells	1.36047043430247	0	0
SeuratProject	934.310037493706	912	972	0.0330606661736965	2934	CD4 T cells	2.22233076931766	4	4
SeuratProject	584.994562387466	564	590	0.0157766994088888	1648	CD4 T cells	1.90221445532134	1	1
SeuratProject	859.028793334961	848	902	0.013638187199831	2493	CD4 T cells	1.45585078432965	1	1
SeuratProject	690.799829959869	671	694	0.0138682518154383	2019	CD4 T cells	1.42405184819847	0	0
SeuratProject	765.983925104141	779	816	0.029457364231348	1935	CD4 T cells	2.06750819564957	4	4
SeuratProject	971.688952803612	926	974	0.023988438770175	3460	CD4 T cells	1.93278322499821	0	0
SeuratProject	802.634486913681	780	816	0.0164658632129431	2490	CD4 T cells	1.70054060224659	1	1
SeuratProject	711.906707644463	718	751	0.0137895811349154	1958	CD4 T cells	1.53001578330356	0	0
SeuratProject	766.621472597122	751	789	0.0202020201832056	2178	CD4 T cells	1.7630074930979	0	0
SeuratProject	842.988278985023	818	858	0.0155520997941494	2572	CD4 T cells	1.19500314302632	1	1
SeuratProject	796.27381670475	762	813	0.0136710898950696	2487	CD4 T cells	1.46854580301356	7	7
SeuratProject	818.912009954453	805	841	0.0221757330000401	2390	CD4 T cells	1.86519570796987	0	0
SeuratProject	1063.55431902409	1024	1080	0.0101816179230809	3634	CD4 T cells	1.19719646368916	0	0
SeuratProject	665.720742583275	682	716	0.0168311093002558	1723	CD4 T cells	1.66084477554483	0	0
SeuratProject	901.288125991821	914	955	0.0123950419947505	2501	CD4 T cells	1.20586743594911	0	0
SeuratProject	262.51818728447	282	295	0.0415384620428085	650	CD4 T cells	4.18329001480084	0	0
SeuratProject	958.951805591583	871	917	0.0253126863390207	3358	CD4 T cells	2.07058875054866	0	0
SeuratProject	764.856577396393	785	840	0.0167158301919699	2034	CD4 T cells	1.53414212814977	0	0
SeuratProject	673.779031872749	637	674	0.0406278856098652	2166	CD4 T cells	2.58663436854718	1	1
SeuratProject	354.542816638947	368	380	0.0150637309998274	863	CD4 T cells	1.82598278052136	4	4
SeuratProject	843.677847623825	834	878	0.00803212821483612	2490	CD4 T cells	1.06618480214451	1	1
SeuratProject	919.730913996696	889	937	0.0128964800387621	2869	CD4 T cells	1.49153606790953	1	1
SeuratProject	696.447547078133	688	725	0.0147565174847841	2033	CD4 T cells	1.60706856595101	1	1
SeuratProject	691.73691546917	677	718	0.0224988032132387	2089	CD4 T cells	2.11421990315162	7	7
SeuratProject	754.146952867508	802	837	0.0181508790701628	1763	CD4 T cells	1.64584776989639	0	0
SeuratProject	787.548033475876	752	802	0.00809061527252197	2472	CD4 T cells	1.12260002049693	0	0
SeuratProject	957.372953653336	1012	1082	0.00965759437531233	2278	CD4 T cells	0.976823084832243	0	0
SeuratProject	951.034892559052	920	973	0.0127725852653384	3210	CD4 T cells	1.42623239282787	7	7
SeuratProject	662.401258707047	606	646	0.0249776989221573	2242	CD4 T cells	2.3900051379718	1	1
SeuratProject	854.815152049065	834	881	0.0228151585906744	2586	CD4 T cells	1.9372258402898	0	0
SeuratProject	946.034823775291	905	950	0.016809493303299	3034	CD4 T cells	1.66171158794442	0	0
SeuratProject	735.922412514687	689	732	0.038925651460886	2569	CD4 T cells	2.21330161158922	7	7
SeuratProject	753.397999882698	743	782	0.0126463696360588	2135	CD4 T cells	1.41130901301114	1	1
SeuratProject	708.525390505791	707	753	0.0172684453427792	1911	CD4 T cells	1.67637869876368	1	1
SeuratProject	726.072549581528	680	716	0.0159161482006311	2576	CD4 T cells	1.85553108731833	1	1
SeuratProject	853.852267146111	838	887	0.0219907406717539	2592	CD4 T cells	1.9018972185054	1	1
SeuratProject	763.305725455284	761	808	0.0157091561704874	2228	CD4 T cells	1.67383909441794	4	4
SeuratProject	787.31966149807	757	795	0.0199920032173395	2501	CD4 T cells	1.92046023945963	0	0
SeuratProject	867.827463984489	870	911	0.0118063753470778	2541	CD4 T cells	1.16492345542117	7	7
SeuratProject	498.222639679909	507	529	0.0492778234183788	1177	CD4 T cells	3.51745976070919	7	7
SeuratProject	851.288125395775	811	846	0.0432265549898148	2591	CD4 T cells	2.54603509575284	1	1
SeuratProject	617.51587498188	589	628	0.0159165747463703	1822	CD4 T cells	1.72391114031783	1	1
SeuratProject	1118.67061400414	1067	1118	0.0219232682138681	4014	CD4 T cells	1.85717510921093	7	7
SeuratProject	731.314547657967	713	755	0.0146052027121186	2191	CD4 T cells	1.55580013449256	1	1
SeuratProject	1078.00018429756	1116	1175	0.0173623934388161	2707	CD4 T cells	1.3428387288007	0	0
SeuratProject	808.070160031319	812	849	0.0139765553176403	2218	CD4 T cells	1.49693162848081	0	0
SeuratProject	888.862806558609	890	937	0.0166666675359011	2520	CD4 T cells	1.58295956827453	0	0
SeuratProject	1081.04743659496	1067	1138	0.0177183710038662	3217	CD4 T cells	1.58413495650556	0	0
SeuratProject	855.569601655006	853	906	0.00901607237756252	2551	CD4 T cells	1.19538009886852	7	7
SeuratProject	815.432820439339	795	839	0.0112079698592424	2409	CD4 T cells	1.23784291791178	7	7
SeuratProject	776.575761795044	770	803	0.016644174233079	2223	CD4 T cells	1.73412622063039	0	0
SeuratProject	682.550915598869	682	714	0.0343901142477989	1861	CD4 T cells	2.52507306080073	1	1
SeuratProject	855.141778707504	826	867	0.025689460337162	2647	CD4 T cells	2.21393433374753	7	7
SeuratProject	638.639016509056	684	714	0.0232558138668537	1462	CD4 T cells	2.04389987666611	0	0
SeuratProject	833.715599298477	807	855	0.0136003019288182	2647	CD4 T cells	1.44652328448464	7	7
SeuratProject	772.785409212112	745	784	0.00929292943328619	2475	CD4 T cells	1.22538844237385	1	1
SeuratProject	752.845354199409	775	809	0.01775804720819	1802	CD4 T cells	1.57500684310435	0	0
SeuratProject	1779.97462391853	1638	1750	0.0167389027774334	6691	CD4 T cells	1.30232599519174	1	1
SeuratProject	450.22214114666	458	482	0.0464895628392696	1054	CD4 T cells	3.29505780221705	4	4
SeuratProject	690.11310505867	707	746	0.00596658699214458	1676	CD4 T cells	0.79416532459553	0	0
SeuratProject	760.875073075294	793	840	0.0235358513891697	1827	CD4 T cells	1.7811786657467	0	0
SeuratProject	608.147635579109	639	672	0.0200534760951996	1496	CD4 T cells	1.47312871590843	1	1
SeuratProject	904.101203322411	903	954	0.0270270276814699	2479	CD4 T cells	1.96318376451034	0	0
SeuratProject	792.491273641586	752	795	0.0153964590281248	2598	CD4 T cells	1.55252851495116	1	1
SeuratProject	698.238855361938	684	719	0.0303772669285536	2041	CD4 T cells	2.65210572683213	7	7
SeuratProject	547.850319981575	567	578	0.00832702498883009	1321	CD4 T cells	1.12917862769226	1	1
SeuratProject	556.791784524918	561	593	0.0409511215984821	1514	CD4 T cells	3.23436509877762	7	7
SeuratProject	370.964275240898	373	388	0.0178372357040644	897	CD4 T cells	1.96040399499647	0	0
SeuratProject	757.109358906746	718	751	0.0190476197749376	2625	CD4 T cells	2.11975643801031	1	1
SeuratProject	1088.59787690639	1114	1185	0.0163024626672268	2883	CD4 T cells	1.35189012034035	0	0
SeuratProject	771.148304700851	775	816	0.0195712950080633	2146	CD4 T cells	1.84823858472375	1	1
SeuratProject	726.905853033066	700	744	0.0206227246671915	2473	CD4 T cells	1.94549714350062	7	7
SeuratProject	933.307925581932	897	951	0.0208034440875053	2788	CD4 T cells	1.88744102814391	0	0
SeuratProject	748.545788645744	749	800	0.0161527171730995	2043	CD4 T cells	1.78392229514907	1	1
SeuratProject	777.131350517273	748	795	0.0166595466434956	2341	CD4 T cells	1.65133989830516	1	1
SeuratProject	940.25324845314	919	979	0.0288294553756714	2879	CD4 T cells	1.81815039828199	7	7
SeuratProject	1093.3059732914	1038	1095	0.0095911156386137	3962	CD4 T cells	1.18250431080974	0	0
SeuratProject	837.668660640717	791	827	0.0208649467676878	2636	CD4 T cells	2.04368584704618	0	0
SeuratProject	917.246720433235	904	954	0.0204012244939804	2941	CD4 T cells	1.73407797999515	7	7
SeuratProject	1032.38599002361	996	1059	0.0157797038555145	3232	CD4 T cells	1.17242070555704	0	0
SeuratProject	686.258451461792	660	695	0.00712377578020096	2246	CD4 T cells	1.10939619072107	1	1
SeuratProject	787.135231018066	740	786	0.0224887561053038	2668	CD4 T cells	2.16484687799444	7	7
SeuratProject	1196.65899848938	1141	1209	0.0251789018511772	3773	CD4 T cells	1.59452060817041	0	0
SeuratProject	829.317080616951	840	892	0.0130378101021051	2301	CD4 T cells	1.49476752784047	1	1
SeuratProject	669.570070385933	697	743	0.0363112390041351	1735	CD4 T cells	2.54310202695262	0	0
SeuratProject	771.335541009903	731	764	0.0148698883131146	2421	CD4 T cells	1.79580079287726	1	1
SeuratProject	766.90061378479	758	786	0.0173410400748253	2249	CD4 T cells	1.6830326936629	1	1
SeuratProject	822.592490673065	854	889	0.0106382975354791	2068	CD4 T cells	1.0526102456487	0	0
SeuratProject	713.14747428894	734	782	0.0269445851445198	1967	CD4 T cells	2.37221261834379	4	4
SeuratProject	910.967920422554	881	920	0.0242683794349432	2802	CD4 T cells	1.98702324286194	0	0
SeuratProject	815.360601425171	791	845	0.00884955748915672	2486	CD4 T cells	1.27323534362692	1	1
SeuratProject	971.941417217255	962	1010	0.0252848993986845	2808	CD4 T cells	1.73839409110127	0	0
SeuratProject	821.585115909576	801	838	0.0137385511770844	2402	CD4 T cells	1.6203620204583	1	1
SeuratProject	552.875178456306	552	584	0.0361366607248783	1522	CD4 T cells	2.97104467718113	0	0
SeuratProject	840.624222278595	833	878	0.0198541320860386	2468	CD4 T cells	1.53267837002463	7	7
SeuratProject	786.11808681488	745	779	0.024780785664916	2623	CD4 T cells	2.23519866520598	1	1
SeuratProject	780.312160372734	764	808	0.0203720107674599	2258	CD4 T cells	1.88733679161064	1	1
SeuratProject	1038.79367089272	1021	1087	0.011746522039175	3235	CD4 T cells	1.23685270943534	0	0
SeuratProject	778.762336969376	758	804	0.0180878546088934	2322	CD4 T cells	1.65610703908919	1	1
SeuratProject	854.022160291672	808	853	0.0264002848416567	2803	CD4 T cells	2.27206785397149	7	7
SeuratProject	815.397833108902	799	836	0.0282975807785988	2191	CD4 T cells	2.05946394578014	0	0
SeuratProject	885.253860235214	871	923	0.0207330621778965	2701	CD4 T cells	1.95675582157666	0	0
SeuratProject	855.426979064941	836	889	0.0189043208956718	2592	CD4 T cells	1.62918507008293	0	0
SeuratProject	979.167169928551	931	983	0.0180926099419594	3261	CD4 T cells	1.73261171935356	0	0
SeuratProject	489.10653424263	489	510	0.0347334407269955	1238	CD4 T cells	2.85520175250007	0	0
SeuratProject	1198.59968018532	1155	1236	0.0110044488683343	4271	CD4 T cells	1.09136865708338	0	0
SeuratProject	572.015814900398	559	580	0.0136908153072	1753	CD4 T cells	1.58459918881392	1	1
SeuratProject	961.527528166771	919	972	0.0164089612662792	3169	CD4 T cells	1.49668754299203	0	0
SeuratProject	796.463018536568	791	824	0.0119416192173958	2261	CD4 T cells	1.42715265156366	1	1
SeuratProject	870.928367614746	871	919	0.0252910479903221	2491	CD4 T cells	1.90075157622371	0	0
SeuratProject	898.097819328308	873	913	0.0138888889923692	2664	CD4 T cells	1.26857678535579	0	0
SeuratProject	607.147883415222	599	619	0.0161676649004221	1670	CD4 T cells	1.93221231682519	1	1
SeuratProject	721.669535040855	705	750	0.0219626165926456	2140	CD4 T cells	2.03218521238807	1	1
SeuratProject	893.421812057495	850	910	0.0280158203095198	3034	CD4 T cells	2.08513951768379	1	1
SeuratProject	757.143868803978	738	775	0.0126196695491672	2298	CD4 T cells	1.30425519135134	0	0
SeuratProject	635.303415060043	624	659	0.011840688996017	1858	CD4 T cells	1.26881985432373	1	1
SeuratProject	691.29474067688	725	762	0.0118764843791723	1684	CD4 T cells	1.12296836268369	0	0
SeuratProject	799.248759627342	734	767	0.0195417795330286	2968	CD4 T cells	2.14389624239773	1	1
SeuratProject	621.457649111748	648	673	0.0157103817909956	1464	CD4 T cells	1.57791850442523	1	1
SeuratProject	735.126608848572	718	761	0.0213573798537254	2107	CD4 T cells	2.02986682114723	0	0
SeuratProject	680.747236967087	687	725	0.0202185790985823	1830	CD4 T cells	2.02463646422297	1	1
SeuratProject	867.601428985596	827	871	0.0223804675042629	2949	CD4 T cells	2.07741733705119	1	1
SeuratProject	1006.97053766251	992	1043	0.0120560443028808	3069	CD4 T cells	1.36187339187557	0	0
SeuratProject	691.652982354164	651	680	0.0219523590058088	2141	CD4 T cells	2.23213305503691	1	1
SeuratProject	576.084242343903	568	595	0.0118644069880247	1770	CD4 T cells	1.57340841782443	0	0
SeuratProject	738.466995835304	707	749	0.0211882013827562	2407	CD4 T cells	2.09372987404322	1	1
SeuratProject	702.812299966812	689	735	0.0224236641079187	2096	CD4 T cells	2.05969701611286	1	1
SeuratProject	860.579364538193	837	887	0.0155339809134603	2575	CD4 T cells	1.78434759517851	1	1
SeuratProject	736.26164662838	747	782	0.0108964834362268	2019	CD4 T cells	1.38032047680881	0	0
SeuratProject	646.30997800827	605	642	0.0349867157638073	2258	CD4 T cells	2.60597609920857	1	1
SeuratProject	835.006523132324	789	828	0.00852272752672434	2816	CD4 T cells	1.27000240586737	1	1
SeuratProject	807.613202810287	773	821	0.0165425967425108	2418	CD4 T cells	1.69609850200221	1	1
SeuratProject	710.071435570717	681	716	0.0213556177914143	2154	CD4 T cells	2.14887723050722	1	1
SeuratProject	796.465216755867	762	800	0.0111452732235193	2602	CD4 T cells	1.2351258459176	7	7
SeuratProject	520.51385140419	545	570	0.0232558138668537	1247	CD4 T cells	1.85431081445009	4	4
SeuratProject	795.429499864578	781	827	0.0198863632977009	2464	CD4 T cells	1.78778579037881	1	1
SeuratProject	685.334194540977	678	719	0.0116959065198898	1881	CD4 T cells	1.38175260541016	0	0
SeuratProject	778.458520293236	767	800	0.024989040568471	2281	CD4 T cells	2.23246665089705	7	7
SeuratProject	801.643269777298	834	885	0.0101449275389314	2070	CD4 T cells	1.06542524451351	0	0
SeuratProject	610.805138707161	594	631	0.0244040861725807	1762	CD4 T cells	2.50271866666379	0	0
SeuratProject	740.279682040215	710	755	0.0278514586389065	2262	CD4 T cells	2.33064124428891	7	7
SeuratProject	528.574225306511	531	550	0.0136200720444322	1395	CD4 T cells	1.70177896684406	1	1
SeuratProject	747.008970022202	725	765	0.0165577344596386	2295	CD4 T cells	1.83640610226768	7	7
SeuratProject	776.559530258179	743	776	0.0175508577376604	2507	CD4 T cells	2.03898436320721	0	0
SeuratProject	830.651745915413	807	857	0.00987841933965683	2632	CD4 T cells	1.29914600528793	1	1
SeuratProject	711.616860985756	707	746	0.0153767298907042	1951	CD4 T cells	1.58250642968237	1	1
SeuratProject	764.885170817375	730	778	0.0105440737679601	2371	CD4 T cells	1.20043391906757	0	0
SeuratProject	690.304821968079	654	687	0.0230046939104795	2130	CD4 T cells	2.18807868556397	0	0
SeuratProject	801.0747153759	767	805	0.0118367346003652	2450	CD4 T cells	1.46955183927907	1	1
SeuratProject	755.287140011787	757	796	0.0106088556349277	2168	CD4 T cells	1.06523570026666	1	1
SeuratProject	922.325515389442	906	964	0.0419744811952114	2978	CD4 T cells	2.37648007843755	7	7
SeuratProject	762.089120984077	749	782	0.0383886247873306	2110	CD4 T cells	2.65741215540906	0	0
SeuratProject	961.507653355598	967	1016	0.0130576714873314	2757	CD4 T cells	1.26925568777953	0	0
SeuratProject	936.529503822327	922	965	0.0218680500984192	2698	CD4 T cells	1.58878235563925	0	0
SeuratProject	413.307822227478	412	434	0.0181488208472729	1102	CD4 T cells	2.17638392178175	0	0
SeuratProject	961.032839179039	947	998	0.0149060273543	3086	CD4 T cells	1.49768525494179	1	1
SeuratProject	807.165977835655	745	795	0.019791292026639	2779	CD4 T cells	2.00739692062506	7	7
SeuratProject	929.218598246574	905	944	0.0240878500044346	2823	CD4 T cells	1.65012348722297	0	0
SeuratProject	585.369287014008	565	595	0.0112960757687688	1682	CD4 T cells	1.52563974736858	1	1
SeuratProject	688.464259982109	689	719	0.0102406553924084	1953	CD4 T cells	1.2800727581984	1	1
SeuratProject	821.001194834709	800	836	0.00499040307477117	2605	CD4 T cells	0.757925359879591	1	1
SeuratProject	829.462230682373	803	844	0.0162421558052301	2709	CD4 T cells	1.65814292118131	0	0
SeuratProject	660.945214271545	663	707	0.0260676648467779	1803	CD4 T cells	2.24174868030582	0	0
SeuratProject	786.162354469299	765	794	0.0321599319577217	2301	CD4 T cells	2.45104974261467	1	1
SeuratProject	791.533284664154	818	857	0.0112085770815611	2052	CD4 T cells	1.20967542140245	0	0
SeuratProject	881.382358431816	838	877	0.033692255616188	2879	CD4 T cells	2.13146124930152	0	0
SeuratProject	613.414567828178	613	642	0.0213502589613199	1733	CD4 T cells	2.0226797182342	0	0
SeuratProject	1229.29121208191	1237	1305	0.0120068611577153	3498	CD4 T cells	1.13601872363807	0	0
SeuratProject	862.697259187698	850	908	0.0078740157186985	2667	CD4 T cells	0.996195857397562	0	0
SeuratProject	708.915777444839	680	708	0.0150976907461882	2252	CD4 T cells	1.540444758047	1	1
SeuratProject	807.548363924026	803	840	0.0123287672176957	2190	CD4 T cells	1.32972028225984	0	0
SeuratProject	932.012635827065	900	945	0.0226648356765509	2912	CD4 T cells	1.87543167702995	0	0
SeuratProject	860.830025434494	782	823	0.0198209714144468	3128	CD4 T cells	1.93817693730071	1	1
SeuratProject	558.727937459946	547	572	0.00946372281759977	1585	CD4 T cells	1.16519291063022	1	1
SeuratProject	773.905356764793	747	792	0.0211882013827562	2407	CD4 T cells	1.99519034372954	1	1
SeuratProject	758.166819691658	714	753	0.0219260528683662	2326	CD4 T cells	2.20827889122306	0	0
SeuratProject	708.910395264626	729	770	0.019326338544488	1811	CD4 T cells	1.78668929106188	0	0
SeuratProject	888.2786911726	882	934	0.0136380391195416	2713	CD4 T cells	1.41607404268066	0	0
SeuratProject	1003.66519868374	991	1046	0.0183486230671406	3052	CD4 T cells	1.66610833106901	0	0
SeuratProject	588.776543140411	591	618	0.0156838148832321	1594	CD4 T cells	1.6655037223794	1	1
SeuratProject	658.257642269135	681	723	0.0318042822182178	1635	CD4 T cells	2.55318874560802	4	4
SeuratProject	710.426146149635	707	735	0.0231578946113586	1900	CD4 T cells	1.88360834251904	0	0
SeuratProject	855.946345686913	818	867	0.017712177708745	2710	CD4 T cells	1.70140876092673	1	1
SeuratProject	911.919798612595	870	913	0.0158129949122667	2909	CD4 T cells	1.64033733738007	0	0
SeuratProject	934.271577835083	945	994	0.0118017308413982	2542	CD4 T cells	1.04437568012863	0	0
SeuratProject	372.855217933655	403	426	0.0303370784968138	890	CD4 T cells	2.80281777619854	1	1
SeuratProject	893.552619814873	893	945	0.0167837627232075	2562	CD4 T cells	1.55879021479256	0	0
SeuratProject	717.945865392685	685	723	0.0259243510663509	2353	CD4 T cells	1.63657678409369	1	1
SeuratProject	341.159039020538	357	380	0.0358422957360744	837	CD4 T cells	3.54927731131897	1	1
SeuratProject	667.45715212822	685	714	0.0210176985710859	1808	CD4 T cells	1.81494158336073	1	1
SeuratProject	924.898665189743	890	930	0.0142509555444121	2877	CD4 T cells	1.51430647416151	0	0
